article,word,tf,idf,tfidf,count,pos,ngd功效,ngd品牌,rank_page
11,過敏,0.00235202,3.12875459,0.00735889,6,n,0.52349624,0.48703641,2
11,最常,0.00235202,4.77124998,0.01122207,6,d,0.68642567,0.52998397,2
11,菌株,0.01568013,3.82027627,0.05990241,40,n,0.85506431,0.84921757,2
11,嗜酸乳桿菌,0.00196002,5.69809406,0.01116835,5,n,0.65621466,0.66351813,2
11,Lactobacillus,0.00784006,5.13757332,0.0402789,20,n,1.16631844,1.12692184,2
11,acidophilus,0.00156801,5.77645649,0.00905756,4,eng,1.17759839,1.09286451,2
11,陰道,0.00156801,5.2130804,0.00817418,4,n,0.5453296,0.54459653,2
11,環境,0.00235202,2.78764759,0.0065566,6,n,0.99507491,0.53870626,2
11,Bifidobacterium,0.00156801,5.77073244,0.00904858,4,n,1.12472033,1.05721647,2
11,lactis,0.00156801,6.33951386,0.00994044,4,eng,1.22588838,1.13793881,2
11,比菲德氏菌,0.00313603,5.79733868,0.0181806,8,n,0.63946303,0.5887609,2
11,定殖,0.00352803,4.6340494,0.01634906,9,n,0.94661892,0.70701614,2
11,乳桿菌,0.00196002,5.03951267,0.00987752,5,n,0.73430634,0.600195,2
11,副乾酪乳桿菌,0.00156801,6.80628488,0.01067234,4,n,0.75329395,0.761625,2
11,菌種,0.00823207,4.77968881,0.03934671,21,n,0.58534033,0.52848974,2
11,補充,0.00313603,2.29196517,0.00718766,8,v,0.56797888,0.39430986,2
11,維基,0.00196002,6.04931988,0.01185676,5,n,1.04008122,0.67221282,2
11,LGG,0.00196002,5.60878616,0.01099331,5,eng,1.14395945,0.85417055,2
11,鼠李糖乳桿菌,0.00196002,6.39123062,0.01252691,5,n,0.93234622,0.62468471,2
11,rhamnosus,0.00196002,6.22892721,0.0122088,5,eng,1.19733502,1.13083389,2
11,抗生素,0.00313603,3.18734871,0.00999561,8,n,0.68553605,0.63379961,2
11,腹瀉,0.00156801,4.39997754,0.00689922,4,v,0.47469595,0.51622196,2
11,指出,0.00274402,3.04309922,0.00835033,7,v,0.9238862,0.58986211,2
11,廠商,0.00235202,3.33977659,0.00785522,6,n,0.77396694,0.36433139,2
11,論述,0.00156801,6.04931988,0.00948541,4,v,0.90776446,0.72596873,2
11,菌數,0.00352803,5.84045861,0.0206053,9,n,0.60189053,0.48111404,2
11,藥性,0.00156801,5.62839444,0.00882539,4,n,0.65371978,0.74770474,2
11,服部,0.00235202,7.87318766,0.01851789,6,n,1.44339757,1.16436434,2
11,糞腸球菌,0.00196002,8.08354073,0.01584387,5,n,0.71889211,0.69681607,2
11,Enterococcus,0.00235202,6.79033609,0.015971,6,eng,1.27376425,1.17085305,2
11,屎腸球菌,0.00235202,7.70974868,0.01813347,6,n,0.81958692,0.84243908,2
11,球菌,0.00548804,4.04301365,0.02218824,14,n,0.78772974,0.72728781,2
11,依賴,0.00274402,4.64509919,0.01274625,7,v,0.62646282,0.44629741,2
11,好菌,0.00274402,4.08231542,0.01120196,7,n,0.65906116,0.58966176,2
11,碧安朵,0.00156801,6.47074093,0.0101462,4,n,0.78076183,0.60008747,2
12,USANA,0.02290951,5.58007633,0.1278368,40,eng,1.05754013,0.98765789,2
12,證實,0.00229095,4.27226046,0.00978754,4,n,0.72361154,0.56709847,2
12,菌株,0.00515464,3.82027627,0.01969215,9,n,0.85506431,0.84921757,2
12,消化系,0.00572738,6.67115113,0.0382082,10,n,0.8115396,0.75828542,2
12,腸道,0.01660939,3.4072645,0.05659259,29,n,0.64503133,0.45462099,2
12,營養素,0.00515464,3.72437609,0.01919781,9,n,0.64519045,0.64298421,2
12,環境,0.00400916,2.78764759,0.01117614,7,n,0.99507491,0.53870626,2
12,過程,0.00343643,3.14514839,0.01080807,6,n,0.5871634,0.33180967,2
12,助您,0.00286369,6.1830646,0.01770637,5,l,0.65342323,0.46457397,2
12,維持,0.00286369,3.00646511,0.00860958,5,v,0.78170653,0.56771673,2
12,好菌,0.00286369,4.08231542,0.01169048,5,n,0.65906116,0.58966176,2
12,幫助,0.0045819,2.38025775,0.01090611,8,v,0.47871527,0.24520063,2
12,消化,0.00744559,1.31953398,0.00982471,13,v,0.65415552,0.72434894,2
12,服用,0.0091638,2.3241683,0.02129822,16,v,0.61441908,0.67584718,2
12,保持,0.00572738,1.52257466,0.00872036,10,v,0.69649858,0.45395104,2
12,益菌,0.00286369,3.5689622,0.0102204,5,n,0.63717312,0.51950463,2
12,補充,0.0045819,2.29196517,0.01050156,8,v,0.56797888,0.39430986,2
12,點擊,0.00286369,3.40511858,0.0097512,5,v,0.97299372,0.54196882,2
12,處購,0.00286369,10.184313,0.0291647,5,v,0.80555968,0.5287228,2
12,細菌,0.01088202,3.561415,0.03875538,19,n,0.62647355,0.55227969,2
12,均衡,0.00286369,2.97809443,0.00852833,5,a,0.85690026,0.67084199,2
12,屏障,0.00286369,4.06765551,0.0116485,5,n,0.65254841,0.62447189,2
12,身體,0.00572738,1.76299544,0.01009734,10,n,0.71843018,0.5165184,2
12,充品,0.00229095,8.39020003,0.01922154,4,n,0.35920814,0.24110236,2
12,微生物,0.01832761,2.67824906,0.04908589,32,n,0.66192691,0.66605137,2
12,體內,0.00286369,3.53910927,0.01013491,5,n,0.63211966,0.70484455,2
12,改變,0.00343643,3.32581826,0.01142893,6,v,0.62421033,0.34163299,2
12,定性,0.00229095,5.82950307,0.0133551,4,n,0.95567383,0.68070234,2
12,壓力,0.00286369,2.99929663,0.00858905,5,n,0.62217094,0.40687292,2
12,雙歧桿菌,0.00400916,5.41520312,0.02171044,7,n,0.62323454,0.63466762,2
12,BB,0.00515464,2.3169219,0.0119429,9,eng,1.33474213,0.89792737,2
12,LGG,0.00400916,5.60878616,0.02248654,7,eng,1.14395945,0.85417055,2
12,Bifidobacterium,0.00286369,5.77073244,0.01652558,5,n,1.12472033,1.05721647,2
12,et,0.0045819,4.14544833,0.01899404,8,eng,2.19206279,1.68677983,2
12,al,0.0045819,4.6340494,0.02123276,8,eng,2.33995531,1.84923256,2
12,gut,0.00343643,5.59912434,0.01924098,6,eng,2.24942512,1.61575615,2
12,microbiota,0.00229095,6.39975928,0.01466153,4,eng,1.39094763,1.33782947,2
12,human,0.00229095,4.93031395,0.01129511,4,eng,1.68606035,1.14292075,2
12,Nutr,0.00400916,7.26285546,0.02911798,7,eng,0.5626872,1.01276612,2
13,腸道,0.0102916,3.4072645,0.03506619,6,n,0.64503133,0.45462099,2
13,菌株,0.01715266,3.82027627,0.06552789,10,n,0.85506431,0.84921757,2
13,編號,0.01372213,3.27749972,0.04497427,8,n,0.75376508,0.38650861,2
13,益生菌推薦,0.00686106,5.48992604,0.03766673,4,n,0.58073834,0.52897652,2
13,挑選,0.01372213,3.27749972,0.04497427,8,v,0.76454972,0.53461193,2
13,適合,0.01200686,2.8783441,0.03455988,7,v,0.58450784,0.37188501,2
13,菌數,0.02058319,5.84045861,0.12021527,12,n,0.60189053,0.48111404,2
13,NCFM,0.00686106,7.65568563,0.05252615,4,eng,0.97893169,1.0573399,2
13,專利,0.01372213,3.12065739,0.04282206,8,n,0.8390589,0.59322492,2
13,菌種,0.02915952,4.77968881,0.13937343,17,n,0.58534033,0.52848974,2
13,來源,0.01200686,3.05058988,0.03662801,7,n,0.5214853,0.27790158,2
13,多元,0.00857633,3.36622775,0.02886988,5,m,0.88136901,0.53642281,2
13,可溶性,0.00686106,5.08446381,0.03488483,4,n,0.63228881,0.76022193,2
14,柚子,0.00844854,3.60364771,0.03044556,11,n,0.72932733,0.67598273,3
14,益生菌比較,0.00614439,7.0907461,0.04356833,8,n,0.52958358,0.48985446,3
14,LP28,0.00460829,6.23981641,0.02875491,6,eng,1.05384162,0.89240762,3
14,植物乳桿菌,0.00384025,6.72599734,0.02582948,5,n,0.82013534,0.61038152,3
14,LP,0.02227343,4.3913195,0.09780973,29,eng,1.56654699,1.217121,3
14,鼠李糖乳桿菌,0.01382488,6.39123062,0.08835803,18,n,0.93234622,0.62468471,3
14,乳桿菌,0.01382488,5.03951267,0.06967068,18,n,0.73430634,0.600195,3
14,雙歧桿菌,0.00844854,5.41520312,0.04575056,11,n,0.62323454,0.63466762,3
14,龍根菌,0.01612903,6.05082929,0.09759402,21,n,0.38726332,0.37652351,3
14,芽孢乳酸菌,0.00537634,6.54714857,0.03519972,7,n,0.7817683,0.7794986,3
14,嗜熱鏈球菌,0.00844854,6.61383824,0.05587728,11,n,0.78456954,0.79548824,3
14,異麥,0.00614439,6.55963282,0.04030496,8,n,0.6983595,0.61645054,3
14,寡糖,0.02150538,4.20804103,0.09049551,28,n,0.79823293,0.72233488,3
14,優格,0.00844854,3.841606,0.03245596,11,n,0.72930945,0.43748902,3
14,香料,0.01382488,3.28697846,0.0454421,18,n,0.83183565,0.70305874,3
14,檸檬酸,0.00537634,4.54307794,0.02442515,7,n,0.58736856,0.42035282,3
14,果酸,0.00460829,4.94520249,0.02278895,6,n,0.62772302,0.44401898,3
14,乳酸乳球菌,0.00460829,7.32030951,0.03373415,6,n,0.8131834,0.83208144,3
14,LJ,0.00460829,5.28067323,0.0243349,6,eng,1.48513498,1.22277013,3
14,木寡糖,0.00844854,5.46439296,0.04616615,11,n,0.82736687,0.72676643,3
14,麥芽,0.01920123,4.65253414,0.08933437,25,n,0.66381818,0.55285176,3
14,糊精,0.01920123,4.7140918,0.09051636,25,n,0.75205594,0.6396247,3
14,膠囊,0.01612903,2.62773329,0.0423828,21,n,0.65199139,0.60330385,3
14,雷特氏B菌,0.01459293,6.73493902,0.09828252,19,n,0.77194121,0.64744839,3
14,菊糖,0.00768049,5.72172541,0.04394566,10,n,0.71629153,0.65904022,3
14,硬脂酸,0.01075269,4.78393509,0.05144016,14,n,0.63134645,0.6021086,3
14,二氧化,0.01459293,5.16834479,0.07542131,19,n,0.70175267,0.59565038,3
14,Lactobacillus,0.00691244,5.13757332,0.03551318,9,n,1.16631844,1.12692184,3
14,乳酸桿菌,0.00768049,5.29475787,0.04066634,10,n,0.5864499,0.47313222,3
14,粉狀,0.02150538,5.33086262,0.11464221,28,n,0.72496198,0.66906669,3
14,LGG,0.00691244,5.60878616,0.03877041,9,eng,1.14395945,0.85417055,3
14,胚芽乳酸桿菌,0.00691244,7.74200694,0.05351618,9,n,0.8058479,0.79028497,3
14,腸道,0.00691244,3.4072645,0.02355252,9,n,0.64503133,0.45462099,3
15,感染,0.00982533,1.98769617,0.01952977,9,v,1.14472495,0.88624863,3
15,臨床,0.00545852,4.23963532,0.02314211,5,v,0.73199181,0.71016681,3
15,腹瀉,0.00764192,4.39997754,0.03362428,7,v,0.47469595,0.51622196,3
15,Lactobacillus,0.02183406,5.13757332,0.11217409,20,n,1.16631844,1.12692184,3
15,rhamnosus,0.00545852,6.22892721,0.03400069,5,eng,1.19733502,1.13083389,3
15,LGG,0.00436681,5.60878616,0.02449252,4,eng,1.14395945,0.85417055,3
15,治療,0.01528384,3.12875459,0.04781939,14,v,0.58827882,0.57181486,3
15,plantarum,0.00436681,6.21281256,0.02713019,4,eng,1.25798831,1.13789399,3
15,acidophilus,0.00436681,5.77645649,0.0252247,4,eng,1.17759839,1.09286451,3
15,文獻,0.00873362,5.31626392,0.04643025,8,n,0.91223115,0.52320148,3
15,過敏性鼻炎,0.00436681,6.03138244,0.02633791,4,n,0.57730135,0.51855951,3
15,陰道,0.00545852,5.2130804,0.02845568,5,n,0.5453296,0.54459653,3
15,Epub,0.00436681,5.07303518,0.02215299,4,eng,1.68957457,1.46437115,3
16,防治,0.00644641,3.32581826,0.0214396,16,v,0.61675517,0.63559335,3
16,疾病,0.00926672,1.61479011,0.01496381,23,n,0.6026606,0.65858029,3
16,微生物,0.01571313,2.67824906,0.04208369,39,n,0.66192691,0.66605137,3
16,人類,0.00443191,3.64774298,0.01616647,11,n,0.64588312,0.31217983,3
16,腸道,0.02215955,3.4072645,0.07550344,55,n,0.64503133,0.45462099,3
16,共生,0.00241741,4.69444488,0.01134838,6,n,1.00817768,0.79450204,3
16,共伴,0.0016116,8.306079,0.01338611,4,n,0.75684783,0.67274463,3
16,益菌,0.00684932,3.5689622,0.02444495,17,n,0.63717312,0.51950463,3
16,prebiotics,0.00282031,6.16597046,0.01738992,7,eng,1.16392136,1.03400176,3
16,母奶,0.00926672,5.3683199,0.04974672,23,n,0.72338032,0.43330151,3
16,寡糖,0.00241741,4.20804103,0.01017254,6,n,0.79823293,0.72233488,3
16,滋養,0.00402901,3.89089372,0.01567645,10,v,0.59731923,0.59241063,3
16,probiotics,0.00362611,4.4689702,0.01620497,9,eng,1.09440429,1.06043006,3
16,促進,0.00523771,3.14514839,0.01647338,13,v,0.54849088,0.5182286,3
16,免疫,0.00765512,1.32621403,0.01015232,19,v,0.65632134,0.67047665,3
16,神經,0.00362611,3.72437609,0.01350499,9,n,0.64885896,0.61942802,3
16,發育,0.00846092,4.12322524,0.03488627,21,v,0.62309463,0.64522162,3
16,出生,0.00443191,2.59383176,0.01149563,11,v,0.90229118,0.56878229,3
16,產道,0.00241741,8.08123685,0.01953562,6,n,0.90776007,0.86993798,3
16,細胞,0.00402901,3.69817376,0.01489997,10,n,0.60295737,0.60840123,3
16,肥胖,0.00684932,3.04309922,0.02084315,17,a,0.61690676,0.71021916,3
16,異常,0.00604351,3.78205512,0.0228569,15,a,0.79781594,0.58749234,3
16,菌叢,0.00564061,5.14976852,0.02904785,14,n,0.85737876,0.83124838,3
16,產前,0.00282031,3.63687332,0.0102571,7,t,0.7543982,0.4580084,3
16,產兒,0.00443191,6.83234414,0.03028033,11,n,0.85014938,0.77367755,3
16,發炎,0.00684932,4.17973732,0.02862834,17,v,0.6788846,0.68687139,3
16,死性,0.00241741,7.44010387,0.01798575,6,n,0.89109478,0.62707557,3
16,腸炎,0.00402901,6.25452229,0.02519953,10,n,0.60809821,0.69231035,3
16,自閉症,0.00282031,6.19520678,0.01747238,7,n,0.638648,0.64457082,3
16,自體,0.00282031,5.29475787,0.01493284,7,n,0.89751968,1.29094081,3
16,生長素,0.0016116,6.56719887,0.01058372,4,n,0.61905503,0.59210291,3
16,使用,0.02981467,0.5884986,0.01754589,74,v,0.99469663,0.70381815,3
16,動物,0.00483481,3.19600676,0.01545209,12,n,0.83027662,0.38777913,3
16,實驗,0.00282031,3.67825848,0.01037382,7,v,0.58803786,0.37407497,3
16,發現,0.00523771,2.18836681,0.01146203,13,v,0.53528129,0.28028331,3
16,減少,0.00322321,3.16181543,0.01019119,8,v,0.63562693,0.39786109,3
16,單一,0.00362611,4.30072286,0.01559489,9,a,0.84193734,0.52449879,3
16,菌株,0.00443191,3.82027627,0.01693112,11,n,0.85506431,0.84921757,3
16,Saccharomyces,0.00241741,6.94765095,0.01679529,6,eng,1.28041441,1.29075067,3
16,boulardii,0.00282031,8.0495277,0.02270213,7,eng,1.17765039,1.1242697,3
16,過敏病,0.0020145,8.8645069,0.01785759,5,n,0.68079578,0.65207205,3
16,LGG,0.0020145,5.60878616,0.01129892,5,eng,1.14395945,0.85417055,3
16,顯著,0.0020145,4.66002479,0.00938764,5,v,0.65313711,0.5276679,3
16,Lactobacillus,0.0020145,5.13757332,0.01034966,5,n,1.16631844,1.12692184,3
16,細菌,0.00523771,3.561415,0.01865366,13,n,0.62647355,0.55227969,3
16,移植,0.00322321,3.89964266,0.01256936,8,v,0.79293528,0.72787022,3
16,顯然,0.00241741,5.07873317,0.01227736,6,ad,0.89875082,0.63112301,3
16,抗體,0.00241741,5.5430354,0.01339976,6,n,0.61956831,0.53945683,3
16,調節,0.00402901,3.54156326,0.01426899,10,v,0.75645071,0.60422258,3
16,預防,0.00523771,3.08112658,0.01613805,13,v,0.56200672,0.60276391,3
16,腹瀉,0.00684932,4.39997754,0.03013683,17,v,0.47469595,0.51622196,3
16,多重,0.00322321,3.7452412,0.01207169,8,m,0.81011114,0.57216771,3
16,治療,0.00402901,3.12875459,0.01260578,10,v,0.58827882,0.57181486,3
16,偽膜性,0.0016116,8.67261989,0.01397682,4,n,0.95338795,0.97368462,3
16,大腸炎,0.0020145,6.5274924,0.01314966,5,n,0.73012867,0.8078545,3
16,性腸,0.00241741,6.60066316,0.01595648,6,n,0.71086504,0.71611271,3
16,影響,0.00564061,2.46866867,0.0139248,14,v,0.71351624,0.37411964,3
16,精準,0.00402901,4.22736526,0.01703209,10,n,0.87541186,0.54439704,3
16,胰島素,0.0020145,5.56138437,0.01120343,5,n,0.50412429,0.46508937,3
16,阻抗,0.0016116,6.01813741,0.00969885,4,v,0.88422374,0.62890642,3
16,癌症,0.00362611,3.17876497,0.01152655,9,n,0.66454141,0.6212784,3
16,fragilis,0.00241741,8.60433398,0.02080016,6,eng,1.30656486,1.24641716,3
16,查核,0.0016116,6.63257992,0.01068909,4,v,1.01325279,0.66946966,3
16,重組,0.0020145,5.88296448,0.01185126,5,v,0.93647208,0.62210078,3
16,代謝物,0.00241741,6.84898291,0.01655677,6,n,0.74590945,0.73703169,3
16,憂鬱,0.00241741,4.4689702,0.01080331,6,a,0.88558163,0.70186669,3
16,ethylphenylsulfate,0.0020145,13.7172929,0.02763355,5,eng,1.03311301,1.05130842,3
16,EPS,0.0020145,5.77187463,0.01162747,5,eng,1.90894328,1.06171066,3
16,TMA,0.0020145,7.48980045,0.01508824,5,eng,1.35992592,1.23546834,3
16,et,0.00604351,4.14544833,0.02505307,15,eng,2.19206279,1.68677983,3
16,al,0.00604351,4.6340494,0.02800594,15,eng,2.33995531,1.84923256,3
16,microbiome,0.0016116,6.63257992,0.01068909,4,eng,1.37264098,1.27008838,3
16,gut,0.00282031,5.59912434,0.01579125,7,eng,2.24942512,1.61575615,3
17,挑選,0.00897666,3.27749972,0.029421,5,v,0.76454972,0.53461193,3
17,乳酸菌,0.01974865,2.14488171,0.04235853,11,n,0.88168701,0.74550043,3
17,菌種,0.02872531,4.77968881,0.13729806,16,n,0.58534033,0.52848974,3
17,市面上,0.00718133,3.36006124,0.0241297,4,n,0.62571173,0.52462174,3
17,菌數,0.01256732,5.84045861,0.07339894,7,n,0.60189053,0.48111404,3
17,腸道,0.00897666,3.4072645,0.03058586,5,n,0.64503133,0.45462099,3
17,建議,0.01436266,2.20114653,0.03161431,8,n,0.74685957,0.41947337,3
17,體質,0.00718133,3.4235074,0.02458533,4,n,0.58860421,0.61001802,3
17,粉狀,0.00718133,5.33086262,0.03828268,4,n,0.72496198,0.66906669,3
17,錠劑,0.00897666,5.79733868,0.05204074,5,n,0.83754794,0.66868415,3
17,粉末,0.00897666,3.46929983,0.03114273,5,n,0.84401833,0.51286218,3
17,造粒,0.00897666,6.762254,0.06070246,5,n,0.70005522,0.65586806,3
17,膠囊,0.01256732,2.62773329,0.03302358,7,n,0.65199139,0.60330385,3
17,來源,0.00897666,3.05058988,0.02738411,5,n,0.5214853,0.27790158,3
17,大廠,0.00718133,4.2421075,0.03046397,4,n,0.95858062,0.44679877,3
18,NG,0.02578797,4.24458581,0.10945923,9,eng,1.8723467,1.43955089,3
18,吃法,0.02292264,4.09933708,0.09396761,8,v,0.65835354,0.48504372,3
18,建議,0.01432665,2.20114653,0.03153505,5,n,0.74685957,0.41947337,3
18,服用,0.01146132,2.3241683,0.02663803,4,v,0.61441908,0.67584718,3
18,攝取,0.01432665,3.82515829,0.05480169,5,v,0.62120778,0.67938494,3
18,菌種,0.01146132,4.77968881,0.05478153,4,n,0.58534033,0.52848974,3
19,細菌,0.00252048,3.561415,0.00897647,8,n,0.62647355,0.55227969,4
19,證據,0.00378072,4.93525221,0.0186588,12,n,0.8741774,0.67462928,4
19,蔗糖,0.00346566,3.76655095,0.01305358,11,n,0.73920394,0.67176766,4
19,盡量,0.00252048,4.07182217,0.01026294,8,d,0.84838868,0.62945098,4
19,乳鐵,0.00189036,5.57068668,0.0105306,6,n,0.67781289,0.58675711,4
19,菌株,0.00283554,3.82027627,0.01083254,9,n,0.85506431,0.84921757,4
19,每日,0.03245117,1.73234954,0.05621676,103,r,1.05339989,0.68770073,4
19,LP,0.00882168,4.3913195,0.0387388,28,eng,1.56654699,1.217121,4
19,LGG,0.0031506,5.60878616,0.01767103,10,eng,1.14395945,0.85417055,4
19,抗過敏,0.0047259,5.43133237,0.02566792,15,n,0.61572688,0.51641035,4
19,乳酸菌,0.00504096,2.14488171,0.01081226,16,n,0.88168701,0.74550043,4
19,硬脂酸,0.00504096,4.78393509,0.02411561,16,n,0.63134645,0.6021086,4
19,二氧化,0.00724638,5.16834479,0.03745177,23,n,0.70175267,0.59565038,4
19,添加物,0.00535602,4.24707028,0.02274738,17,n,0.78759202,0.58792924,4
19,活菌,0.00283554,3.49008577,0.00989627,9,n,0.73861032,0.63360662,4
19,產品,0.00598614,1.72833347,0.01034604,19,n,0.51295934,0.36098636,4
19,死菌,0.00126024,5.68858537,0.00716898,4,n,0.6642556,0.60400003,4
19,芽孢,0.00189036,4.38273578,0.00828494,6,n,0.78300315,0.79070269,4
19,酪酸,0.00220542,6.05537124,0.01335463,7,n,0.88043201,0.87186906,4
19,菌種,0.00220542,4.77968881,0.01054122,7,n,0.58534033,0.52848974,4
19,球菌,0.00693132,4.04301365,0.02802341,22,n,0.78772974,0.72728781,4
19,疑慮,0.0015753,4.77968881,0.00752944,5,v,0.92900481,0.66465169,4
19,不詳,0.00220542,4.00129964,0.00882454,7,a,0.76932325,0.53417911,4
19,專利,0.0031506,3.12065739,0.00983194,10,n,0.8390589,0.59322492,4
19,菌數,0.00441084,5.84045861,0.02576132,14,n,0.60189053,0.48111404,4
19,60,0.0094518,1.37286171,0.01297601,30,m,1.63324586,1.20353583,4
19,鼠李糖乳桿菌,0.0063012,6.39123062,0.0402724,20,n,0.93234622,0.62468471,4
19,生技,0.00504096,3.34078111,0.01684074,16,n,0.93177808,0.69373882,4
19,包鋁袋,0.00535602,10.6681728,0.05713892,17,n,0.34436515,0.2195813,4
19,異麥,0.00346566,6.55963282,0.02273345,11,n,0.6983595,0.61645054,4
19,寡糖,0.00913674,4.20804103,0.03844776,29,n,0.79823293,0.72233488,4
19,優格,0.00976686,3.841606,0.03752041,31,n,0.72930945,0.43748902,4
19,香料,0.01386263,3.28697846,0.04556618,44,n,0.83183565,0.70305874,4
19,果酸,0.00504096,4.94520249,0.02492856,16,n,0.62772302,0.44401898,4
