article,word,tf,idf,tfidf,count,pos,ngd功效,ngd品牌,rank_page
34,排便順暢,0.00530223,4.60161424,0.0243988,5,n,0.71150154,0.70652406,6
34,調節生理機能,0.00424178,5.18092349,0.02197635,4,n,0.68678853,0.81844123,6
34,調整,0.00636267,3.05058988,0.0194099,6,v,1.0045345,0.52545118,6
34,NBG,0.00636267,8.99333663,0.05722165,6,eng,1.35037023,1.11286593,6
34,葡聚糖,0.00742312,5.30904373,0.03940966,7,n,0.73556083,0.70856196,6
34,mg,0.00848356,3.23140866,0.02741386,8,eng,1.56077989,0.94993314,6
34,嗜酸乳桿菌,0.00424178,5.69809406,0.02417007,4,n,0.65621466,0.66351813,6
34,雙叉乳桿菌,0.00424178,8.46840303,0.03592112,4,n,0.67431452,0.75003242,6
34,比菲德氏龍根菌,0.00424178,7.26794427,0.03082903,4,n,0.54297578,0.53121565,6
34,挑任,0.00424178,7.91128388,0.03355794,4,v,0.73782539,0.58551658,6
34,體質,0.00636267,3.4235074,0.02178266,6,n,0.58860421,0.61001802,6
34,營養,0.0116649,1.29325126,0.01508565,11,n,0.36230544,0.38380404,6
34,消化道,0.01378579,3.74825779,0.05167269,13,n,0.64404624,0.69556414,6
34,功效,0.00848356,1.68327198,0.01428014,8,n,0,0.78370671,6
34,品質,0.00954401,2.57030127,0.02453098,9,n,0.84873507,0.68515957,6
34,七種,0.00424178,5.64235265,0.02393363,4,m,0.51251001,0.23165229,6
34,維持,0.00636267,3.00646511,0.01912915,6,v,0.78170653,0.56771673,6
34,生長,0.00530223,3.71849373,0.0197163,5,n,0.42587634,0.44516472,6
34,壞菌,0.00424178,5.29475787,0.02245921,4,n,0.67251987,0.61501903,6
34,0公克,0.00424178,5.9766145,0.02535149,4,n,0.88947916,0.60380849,6
35,TCI,0.00296296,8.14293355,0.02412721,4,eng,1.55487501,1.01436046,6
35,大江,0.0037037,5.46439296,0.02023849,5,n,1.14901934,0.79062459,6
35,產品,0.01333333,1.72833347,0.02304445,18,n,0.51295934,0.36098636,6
35,開發,0.0037037,3.15344719,0.01167943,5,v,0.76671733,0.27340474,6
35,趨勢,0.00592593,3.49711155,0.02072362,8,n,0.69150603,0.56652419,6
35,腸道,0.01259259,3.4072645,0.04290629,17,n,0.64503133,0.45462099,6
35,顯示,0.00518519,2.51159369,0.01302308,7,v,0.667531,0.26321849,6
35,微生物,0.01185185,2.67824906,0.03174221,16,n,0.66192691,0.66605137,6
35,組計,0.00296296,9.73010261,0.02882993,4,v,0.93830553,0.97812878,6
35,不斷,0.00444444,3.22244,0.01432196,6,d,0.56649696,0.31489899,6
35,國際,0.00518519,2.02473743,0.01049864,7,n,0.62814491,0.24735708,6
35,益生質,0.00444444,6.34964545,0.02822065,6,n,0.71621775,0.62623087,6
35,美元,0.0037037,3.44670002,0.01276556,5,q,0.93024846,0.49010683,6
35,人體,0.00666667,2.66282459,0.01775216,9,n,0.4195322,0.35162851,6
35,來源,0.01111111,3.05058988,0.03389544,15,n,0.5214853,0.27790158,6
35,官網,0.0037037,3.16181543,0.01171043,5,n,0.69351181,0.2330547,6
35,市場,0.00962963,2.76478946,0.0266239,13,n,1.02675394,0.50563935,6
35,已經,0.00444444,2.39186329,0.0106305,6,d,0.86998784,0.48696096,6
35,功能性,0.0037037,3.83334833,0.01419759,5,n,0.60527297,0.34848936,6
35,飲料,0.01185185,2.3061498,0.02733215,16,n,0.81405294,0.47337514,6
35,消費者,0.00592593,2.38411131,0.01412807,8,n,0.91936939,0.62663357,6
35,發酵,0.00444444,3.77893499,0.01679527,6,v,0.68161816,0.61281129,6
35,大廠,0.0037037,4.2421075,0.01571151,5,n,0.95858062,0.44679877,6
35,旗下,0.00444444,2.41151028,0.01071782,6,n,0.86371937,0.47591305,6
35,成為,0.0037037,2.82895137,0.0104776,5,v,0.58285727,0.27705449,6
35,Email,0.00296296,3.83334833,0.01135807,4,eng,1.99684098,1.28031716,6
37,益生菌,0.07371168,0.22670857,0.01671107,113,n,0.67285679,0.58955609,7
37,Probiotics,0.00326158,4.45662441,0.01453563,5,eng,1.09440429,1.06043006,7
37,功效,0.04500978,1.68327198,0.07576371,69,n,0,0.78370671,7
37,缺乏,0.00978474,2.75915565,0.02699761,15,v,0.76729873,0.64518501,7
37,疾病,0.00782779,1.61479011,0.01264024,12,n,0.6026606,0.65858029,7
37,副作用,0.00587084,3.05813708,0.01795384,9,n,0.62726965,0.73435276,7
37,適合,0.00652316,2.8783441,0.01877589,10,v,0.58450784,0.37188501,7
37,過量,0.00260926,4.6983435,0.01225921,4,n,0.54184861,0.56889391,7
37,攝取,0.00978474,3.82515829,0.03742816,15,v,0.62120778,0.67938494,7
37,人體,0.0084801,2.66282459,0.02258103,13,n,0.4195322,0.35162851,7
37,推薦,0.03913894,1.45325559,0.05687889,60,v,0.44387975,0.36786063,7
37,品牌,0.01630789,0.71837367,0.01171516,25,n,0.84905972,0,7
37,挑選,0.02152642,3.27749972,0.07055283,33,v,0.76454972,0.53461193,7
37,心法,0.01043705,5.84782956,0.0610341,16,n,0.8574401,4.57053083,7
37,定殖,0.00587084,4.6340494,0.02720577,9,n,0.94661892,0.70701614,7
37,統整,0.00260926,7.08648188,0.01849049,4,v,0.9287328,0.70257673,7
37,細菌,0.00326158,3.561415,0.01161583,5,n,0.62647355,0.55227969,7
37,補充,0.00913242,2.29196517,0.02093119,14,v,0.56797888,0.39430986,7
37,適度,0.00260926,5.19366244,0.01355163,4,a,0.93611713,0.77325301,7
37,體質,0.00391389,3.4235074,0.01339925,6,n,0.58860421,0.61001802,7
37,症狀,0.00782779,3.47618058,0.02721081,12,n,0.42801503,0.43775402,7
37,比較,0.00978474,2.3241683,0.02274137,15,d,0.62888579,0.61432376,7
37,腸道,0.00521853,3.4072645,0.0177809,8,n,0.64503133,0.45462099,7
37,留意,0.00521853,3.92635836,0.0204898,8,v,0.88761151,0.58689237,7
37,吃法,0.00456621,4.09933708,0.01871843,7,v,0.65835354,0.48504372,7
37,建議,0.00521853,2.20114653,0.01148674,8,n,0.74685957,0.41947337,7
37,菌種,0.00913242,4.77968881,0.04365013,14,n,0.58534033,0.52848974,7
37,菌數,0.00652316,5.84045861,0.03809823,10,n,0.60189053,0.48111404,7
37,取決,0.00260926,5.98931739,0.0156277,4,v,0.88468793,0.58703984,7
37,菌株,0.00587084,3.82027627,0.02242824,9,n,0.85506431,0.84921757,7
37,族群,0.00717547,3.61284015,0.02592384,11,n,0.90236854,0.62803693,7
37,益生菌推薦,0.00587084,5.48992604,0.03223049,9,n,0.58073834,0.52897652,7
37,ptt,0.00456621,3.66705389,0.01674454,7,eng,1.20451164,0.57102803,7
37,屈臣氏,0.00391389,4.21283719,0.0164886,6,n,0.80642953,0.60622697,7
37,LP28,0.00260926,6.23981641,0.01628132,4,eng,1.05384162,0.89240762,7
37,益生質,0.00391389,6.34964545,0.02485184,6,n,0.71621775,0.62623087,7
37,編號,0.00391389,3.27749972,0.01282779,6,n,0.75376508,0.38650861,7
38,抑鬱,0.01086957,5.85774278,0.06367112,8,a,0.57271022,0.50527667,7
38,乳酪,0.01630435,3.42132638,0.0557825,12,n,0.87279242,0.64329438,7
38,腸道,0.02038043,3.4072645,0.06944153,15,n,0.64503133,0.45462099,7
38,減少,0.00815217,3.16181543,0.02577567,6,v,0.63562693,0.39786109,7
38,攝取,0.01766304,3.82515829,0.06756394,13,v,0.62120778,0.67938494,7
38,細菌,0.00679348,3.561415,0.0241944,5,n,0.62647355,0.55227969,7
38,乳酸菌,0.01086957,2.14488171,0.02331393,8,n,0.88168701,0.74550043,7
38,服用,0.01358696,2.3241683,0.03157837,10,v,0.61441908,0.67584718,7
38,抗生素,0.00815217,3.18734871,0.02598382,6,n,0.68553605,0.63379961,7
38,發現,0.01086957,2.18836681,0.0237866,8,v,0.53528129,0.28028331,7
38,一項,0.00543478,4.4145763,0.02399226,4,m,0.9614563,0.37068097,7
38,膽固醇,0.00679348,4.33816028,0.0294712,5,n,0.48515858,0.59226075,7
38,大學,0.00679348,3.11262523,0.02114555,5,n,1.22358208,0.67024705,7
38,相等,0.00543478,5.35316821,0.02909331,4,v,0.89135611,0.76368463,7
38,芝士,0.00543478,3.86340062,0.02099674,4,n,0.9293119,0.61250985,7
39,腸道,0.0316092,3.4072645,0.10770089,11,n,0.64503133,0.45462099,7
39,菌數,0.01149425,5.84045861,0.06713171,4,n,0.60189053,0.48111404,7
39,Lactobacillus,0.01149425,5.13757332,0.05905257,4,n,1.16631844,1.12692184,7
40,活菌,0.01359517,3.49008577,0.0474483,9,n,0.73861032,0.63360662,7
40,腸道,0.01057402,3.4072645,0.03602848,7,n,0.64503133,0.45462099,7
40,人體,0.00906344,2.66282459,0.02413436,6,n,0.4195322,0.35162851,7
40,菌種,0.01208459,4.77968881,0.05776059,8,n,0.58534033,0.52848974,7
40,乳酸菌,0.03323263,2.14488171,0.07128006,22,n,0.88168701,0.74550043,7
40,單一,0.0060423,4.30072286,0.02598624,4,a,0.84193734,0.52449879,7
40,菌株,0.01208459,3.82027627,0.04616648,8,n,0.85506431,0.84921757,7
40,優酪乳,0.02114804,5.06173569,0.10704577,14,n,0.74663569,0.55351967,7
40,胃酸,0.01359517,3.81865421,0.05191524,9,n,0.69298344,0.8003059,7
40,膽鹽,0.0060423,6.74698699,0.04076729,4,n,0.70974057,0.71098719,7
40,空腹,0.00906344,3.75583931,0.03404084,6,n,0.6905384,0.77655611,7
41,腸道,0.0167264,3.4072645,0.05699128,14,n,0.64503133,0.45462099,8
41,菌種,0.01314217,4.77968881,0.0628155,11,n,0.58534033,0.52848974,8
41,產品,0.01792115,1.72833347,0.03097372,15,n,0.51295934,0.36098636,8
41,菌株,0.00597372,3.82027627,0.02282124,5,n,0.85506431,0.84921757,8
41,好菌,0.0083632,4.08231542,0.03414123,7,n,0.65906116,0.58966176,8
41,乳酸菌,0.01075269,2.14488171,0.02306324,9,n,0.88168701,0.74550043,8
41,球菌,0.01075269,4.04301365,0.04347327,9,n,0.78772974,0.72728781,8
41,菌數,0.00597372,5.84045861,0.03488924,5,n,0.60189053,0.48111404,8
41,廠商,0.00955795,3.33977659,0.0319214,8,n,0.77396694,0.36433139,8
41,定殖,0.00477897,4.6340494,0.02214599,4,n,0.94661892,0.70701614,8
41,業者,0.00597372,3.64501446,0.02177428,5,n,1.55576999,0.71771948,8
41,成份,0.0083632,2.70983061,0.02266286,7,n,0.61580286,0.59675616,8
41,天然優格粉,0.00477897,9.42771766,0.0450548,4,n,0.69483846,0.58727147,8
41,寡糖,0.01314217,4.20804103,0.05530281,11,n,0.79823293,0.72233488,8
41,優格,0.00477897,3.841606,0.01835893,4,n,0.72930945,0.43748902,8
41,膳食纖維,0.01075269,3.80897673,0.04095674,9,n,0.53777513,0.56202772,8
41,益生質,0.00477897,6.34964545,0.03034478,4,n,0.71621775,0.62623087,8
41,果糖,0.00477897,4.01304144,0.01917821,4,n,0.7328552,0.74505222,8
41,包膜,0.00477897,5.62839444,0.02689794,4,n,0.46545874,0.28553545,8
41,熱縮膜,0.00716846,8.33087607,0.05971954,6,n,0.71790464,0.65773526,8
42,補充,0.01657459,2.29196517,0.03798837,9,v,0.56797888,0.39430986,8
42,服用,0.03499079,2.3241683,0.08132449,19,v,0.61441908,0.67584718,8
42,細菌,0.01289134,3.561415,0.04591143,7,n,0.62647355,0.55227969,8
42,腸道,0.01473297,3.4072645,0.05019911,8,n,0.64503133,0.45462099,8
42,微生物,0.02025783,2.67824906,0.05425551,11,n,0.66192691,0.66605137,8
42,抗生素,0.01104972,3.18734871,0.03521932,6,n,0.68553605,0.63379961,8
42,發酵,0.0092081,3.77893499,0.03479682,5,v,0.68161816,0.61281129,8
42,菌株,0.01289134,3.82027627,0.0492485,7,n,0.85506431,0.84921757,8
42,比菲德氏菌,0.0092081,5.79733868,0.05338249,5,n,0.63946303,0.5887609,8
42,特定,0.0092081,3.41049204,0.03140416,5,d,1.80739727,1.35525993,8
42,乳酸桿菌,0.00736648,5.29475787,0.03900374,4,n,0.5864499,0.47313222,8
42,腹瀉,0.00736648,4.39997754,0.03241236,4,v,0.47469595,0.51622196,8
43,悠活,0.01986755,4.85902521,0.09653692,6,a,0.93999528,0.81464766,8
43,原力,0.02317881,4.94520249,0.1146239,7,n,0.87715351,0.46518071,8
43,好菌,0.01655629,4.08231542,0.067588,5,n,0.65906116,0.58966176,8
43,專區,0.0397351,2.24720729,0.089293,12,n,1.07507283,0.39568868,8
43,軟糖,0.01655629,3.93724774,0.06518622,5,n,0.73273416,0.40208045,8
43,product,0.02317881,3.21355106,0.07448628,7,eng,1.78352992,1.36603082,8
44,考慮,0.00673401,3.49008577,0.02350226,4,v,0.77607888,0.44003412,9
44,菌種,0.02020202,4.77968881,0.09655937,12,n,0.58534033,0.52848974,9
44,過敏,0.00841751,3.12875459,0.02633632,5,n,0.52349624,0.48703641,9
44,腸道,0.02188552,3.4072645,0.07456976,13,n,0.64503133,0.45462099,9
44,菌數,0.01010101,5.84045861,0.05899453,6,n,0.60189053,0.48111404,9
44,胃酸,0.02020202,3.81865421,0.07714453,12,n,0.69298344,0.8003059,9
44,技術,0.00841751,2.66793969,0.0224574,5,n,0.85275936,0.54899102,9
44,菌株,0.01515152,3.82027627,0.05788297,9,n,0.85506431,0.84921757,9
44,調節,0.00673401,3.54156326,0.02384891,4,v,0.75645071,0.60422258,9
44,強調,0.01010101,3.60626551,0.03642692,6,v,0.65873375,0.45374822,9
44,抵達,0.00673401,5.03951267,0.03393611,4,v,0.89661704,0.5377963,9
45,兒童益生菌,0.00803213,5.66366222,0.04549126,4,n,0.5656982,0.48633744,9
45,精油,0.03815261,1.30499308,0.04978889,19,n,0.63806879,0.53424971,9
45,LRP,0.00803213,6.56719887,0.05274859,4,eng,1.289915,1.06787081,9
45,忠誠,0.00803213,5.42323523,0.04356012,4,a,0.81848753,0.66024716,9
45,顧客,0.00803213,3.84326575,0.0308696,4,n,0.85713191,0.47608981,9
45,獎勵,0.01204819,4.75872377,0.05733402,6,v,0.63360378,0.43422619,9
45,計畫,0.01004016,3.46815762,0.03482086,5,n,0.77011759,0.25411955,9
45,View,0.00803213,4.16358937,0.03344248,4,eng,2.06209748,1.62274072,9
45,套裝,0.01204819,2.72600346,0.03284342,6,n,0.77195836,0.65191415,9
45,輔銷,0.00803213,9.25361198,0.0743262,4,v,0.85612083,0.62682002,9
45,Lactobacillus,0.00803213,5.13757332,0.04126565,4,n,1.16631844,1.12692184,9
46,菌株,0.03424658,3.82027627,0.13083138,5,n,0.85506431,0.84921757,9
49,益生菌推薦,0.00411946,5.48992604,0.02261556,4,n,0.58073834,0.52897652,9
49,日日,0.01338826,4.52978875,0.06064599,13,t,1.22040956,0.85381696,9
49,足量,0.00823893,5.09022748,0.04193802,8,n,0.89690682,0.66273327,9
49,專利,0.01750772,3.12065739,0.05463561,17,n,0.8390589,0.59322492,9
49,plus,0.00823893,2.36120956,0.01945384,8,eng,1.91950857,1.42757597,9
49,酵素,0.01132853,2.10905699,0.02389251,11,n,0.76901868,0.71091275,9
49,EX,0.0061792,3.82027627,0.02360624,6,eng,2.04030261,1.53153451,9
49,產品,0.01544799,1.72833347,0.02669928,15,n,0.51295934,0.36098636,9
49,幫助,0.00823893,2.38025775,0.01961077,8,v,0.47871527,0.24520063,9
49,維持消化道機能,0.00514933,5.11955492,0.02636228,5,n,0.81314796,0.8433992,9
49,體質,0.0061792,3.4235074,0.02115453,6,n,0.58860421,0.61001802,9
49,腸道,0.00514933,3.4072645,0.01754513,5,n,0.64503133,0.45462099,9
49,添加物,0.00411946,4.24707028,0.01749566,4,n,0.78759202,0.58792924,9
49,菌數,0.01647786,5.84045861,0.09623825,16,n,0.60189053,0.48111404,9
49,菌種,0.02265705,4.77968881,0.10829367,22,n,0.58534033,0.52848974,9
49,球菌,0.00514933,4.04301365,0.02081881,5,n,0.78772974,0.72728781,9
49,乳酸桿菌,0.00514933,5.29475787,0.02726446,5,n,0.5864499,0.47313222,9
49,菌株,0.03089598,3.82027627,0.11803119,30,n,0.85506431,0.84921757,9
49,編號,0.01029866,3.27749972,0.03375386,10,n,0.75376508,0.38650861,9
49,Lactobacillus,0.01338826,5.13757332,0.06878316,13,n,1.16631844,1.12692184,9
49,LP33,0.00411946,5.85898887,0.0241359,4,n,0.98208971,0.83402361,9
49,膳食纖維,0.0061792,3.80897673,0.02353642,6,n,0.53777513,0.56202772,9
49,粉狀,0.00514933,5.33086262,0.02745037,5,n,0.72496198,0.66906669,9
49,寡糖,0.0061792,4.20804103,0.02600231,6,n,0.79823293,0.72233488,9
49,調味劑,0.00411946,6.57737681,0.02709527,4,n,0.54179419,0.51709527,9
49,paracasei,0.00514933,6.5748226,0.03385594,5,eng,1.03607203,1.00376454,9
49,單位,0.0092688,3.35393253,0.03108691,9,n,0.71881196,0.38499819,9
49,指數,0.0061792,3.64229338,0.02250645,6,n,0.78128209,0.48753998,9
49,LGG,0.00411946,5.60878616,0.0231052,4,eng,1.14395945,0.85417055,9
50,MONSTER,0.01275046,5.44772605,0.06946099,7,eng,2.00341036,1.46462123,9
50,科學,0.00728597,3.24045849,0.0236099,4,n,0.54646786,0.32847801,9
50,篩選,0.00728597,4.46277825,0.03251569,4,v,0.81728364,0.46876879,9
50,腸道,0.02185792,3.4072645,0.07447573,12,n,0.64503133,0.45462099,9
50,菌叢,0.01092896,5.14976852,0.05628162,6,n,0.85737876,0.83124838,9
50,菌株,0.01821494,3.82027627,0.06958609,10,n,0.85506431,0.84921757,9
50,產品,0.01639344,1.72833347,0.02833334,9,n,0.51295934,0.36098636,9
50,貓咪,0.00910747,3.71702853,0.03385272,5,n,0.69167773,0.52994911,9
50,團隊,0.00728597,3.62612054,0.02641982,4,n,0.68070747,0.2909396,9
51,益生質,0.05844156,6.34964545,0.37108318,9,n,0.71621775,0.62623087,9
51,好菌,0.06493506,4.08231542,0.26508542,10,n,0.65906116,0.58966176,9
52,益菌,0.01089325,3.5689622,0.03887758,5,n,0.63717312,0.51950463,10
52,挑選,0.0130719,3.27749972,0.04284313,6,v,0.76454972,0.53461193,10
52,迷思,0.01089325,4.8363486,0.05268354,5,v,0.81375805,0.62370842,10
52,菌種,0.01525054,4.77968881,0.07289286,7,n,0.58534033,0.52848974,10
52,Lactobacillus,0.0087146,5.13757332,0.04477188,4,n,1.16631844,1.12692184,10
52,腸道,0.01525054,3.4072645,0.05196264,7,n,0.64503133,0.45462099,10
52,包覆,0.01089325,3.82027627,0.04161521,5,v,0.65138272,0.49141524,10
53,吃益生菌,0.00288018,3.79305285,0.01092469,5,n,0.63657038,0.57952189,10
53,小腸,0.00460829,5.56138437,0.0256285,8,n,0.72366743,0.79304312,10
53,人體,0.00460829,2.66282459,0.01227108,8,n,0.4195322,0.35162851,10
53,腸道,0.0218894,3.4072645,0.07458298,38,n,0.64503133,0.45462099,10
53,細胞,0.00403226,3.69817376,0.01491199,7,n,0.60295737,0.60840123,10
53,減少,0.00403226,3.16181543,0.01274926,7,v,0.63562693,0.39786109,10
53,韓國,0.00518433,2.26076681,0.01172057,9,n,0.67249867,0.35298967,10
53,根堂,0.00518433,10.375914,0.05379218,9,n,0.72422255,0.60567163,10
53,LACTO,0.00576037,5.74148434,0.03307307,10,eng,1.18867113,1.11485987,10
53,FIT,0.00576037,4.04301365,0.02328925,10,eng,2.0303404,1.50216086,10
53,國民,0.00403226,4.1079578,0.01656435,7,n,0.72701849,0.45686387,10
53,活菌,0.00345622,3.49008577,0.01206251,6,n,0.73861032,0.63360662,10
53,體內,0.00345622,3.53910927,0.01223194,6,n,0.63211966,0.70484455,10
53,菌叢,0.00518433,5.14976852,0.02669811,9,n,0.85737876,0.83124838,10
53,匯款,0.00345622,4.6983435,0.01623851,6,n,0.9214574,0.58465972,10
53,適合,0.00806452,2.8783441,0.02321245,14,v,0.58450784,0.37188501,10
53,微生物,0.00403226,2.67824906,0.01079939,7,n,0.66192691,0.66605137,10
53,產生,0.00460829,3.08112658,0.01419874,8,n,0.63044777,0.40175546,10
53,物質,0.00345622,3.15344719,0.01089901,6,n,0.56263858,0.54481703,10
53,生長,0.00576037,3.71849373,0.02141989,10,n,0.42587634,0.44516472,10
53,促進,0.00345622,3.14514839,0.01087033,6,v,0.54849088,0.5182286,10
53,降低,0.00460829,2.1238283,0.00978723,8,v,0.68686787,0.4994125,10
53,調節,0.00345622,3.54156326,0.01224043,6,v,0.75645071,0.60422258,10
53,抗生素,0.00288018,3.18734871,0.00918015,5,n,0.68553605,0.63379961,10
53,預防,0.00403226,3.08112658,0.0124239,7,v,0.56200672,0.60276391,10
53,腹瀉,0.00345622,4.39997754,0.0152073,6,v,0.47469595,0.51622196,10
53,大腸,0.00230415,4.32462831,0.00996458,4,n,0.6832304,0.64407185,10
53,攝取,0.00230415,3.82515829,0.00881373,4,v,0.62120778,0.67938494,10
53,幫助,0.00460829,2.38025775,0.01096893,8,v,0.47871527,0.24520063,10
53,益生質,0.00230415,6.34964545,0.01463052,4,n,0.71621775,0.62623087,10
53,壞菌,0.00230415,5.29475787,0.0121999,4,n,0.67251987,0.61501903,10
53,乳桿菌,0.00288018,5.03951267,0.01451473,5,n,0.73430634,0.600195,10
53,菌種,0.00403226,4.77968881,0.01927294,7,n,0.58534033,0.52848974,10
53,膽汁,0.00288018,6.26382451,0.01804097,5,n,0.74539571,0.86622411,10
53,乳酸桿菌,0.00403226,5.29475787,0.02134983,7,n,0.5864499,0.47313222,10
53,比菲德氏菌,0.00230415,5.79733868,0.01335792,4,n,0.63946303,0.5887609,10
53,通稱,0.00230415,7.78385055,0.01793514,4,v,1.27159742,1.13105179,10
53,嗜熱鏈球菌,0.00230415,6.61383824,0.01523926,4,n,0.78456954,0.79548824,10
53,病原菌,0.00230415,5.31626392,0.01224946,4,n,0.8180522,0.84036197,10
53,分泌,0.00345622,2.8783441,0.00994819,6,v,0.59003747,0.71218646,10
53,抑制,0.00864055,2.41548642,0.02087114,15,v,0.71622084,0.74652839,10
53,膽固醇,0.00288018,4.33816028,0.0124947,5,n,0.48515858,0.59226075,10
53,發酵,0.00460829,3.77893499,0.01741445,8,v,0.68161816,0.61281129,10
53,細菌,0.00345622,3.561415,0.01230904,6,n,0.62647355,0.55227969,10
